#Ozone Design Values
#STATE_CODE,COUNTY_CODE,TRIBAL_CODE,SITE_ID,PARAMETER_CODE,POC,DV_YEAR,SI_ID,MO_ID,STREET_ADDRESS,LOCAL_SITE_ID,LOCAL_SITE_NAME,LATITUDE,LONGITUDE,STATE_NAME,TRIBAL_NAME,COUNTY_NAME,CITY_NAME,CBSA_NAME,URBANIZED_AREA,POLLUTANT_NAME,STANDARD_UNITS_CODE,STANDARD_UNITS_DESC,DV_YEAR_SEASON_BEGIN_DATE,DV_YEAR_SEASON_END_DATE,DV_YEAR_VALID_DAYS,DV_YEAR_MISSING_DAYS_ALTS,DV_YEAR_REQUIRED_DAYS,DV_YEAR_PERCENT_COMPLETE,DV_YEAR_4TH_MAX,DV_YEAR_CRITERIA_IND,DV_YEAR_CERTIFICATION,YEAR_1_SEASON_BEGIN_DATE,YEAR_1_SEASON_END_DATE,YEAR_1_VALID_DAYS,YEAR_1_MISSING_DAYS_ALTS,YEAR_1_REQUIRED_DAYS,YEAR_1_PERCENT_COMPLETE,YEAR_1_4TH_MAX,YEAR_1_CRITERIA_IND,YEAR_1_CERTIFICATION,YEAR_2_SEASON_BEGIN_DATE,YEAR_2_SEASON_END_DATE,YEAR_2_VALID_DAYS,YEAR_2_MISSING_DAYS_ALTS,YEAR_2_REQUIRED_DAYS,YEAR_2_PERCENT_COMPLETE,YEAR_2_4TH_MAX,YEAR_2_CRITERIA_IND,YEAR_2_CERTIFICATION,DV_PERCENT_COMPLETE,DESIGN_VALUE,DV_VALIDITY_IND,EDT_ID,STANDARD_ID,PRIMARY_STANDARD_LEVEL,STANDARD_DESCRIPTION,STATISTIC_NAME
06,079,,3001,44201,,2009,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20090101,20091231,322,0,365,88,.057,Y,,20080101,20081231,354,0,366,97,.058,Y,,20070101,20071231,345,0,365,95,.053,Y,,93,.056,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2010,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20100101,20101231,358,0,365,98,.052,Y,,20090101,20091231,322,0,365,88,.057,Y,,20080101,20081231,354,0,366,97,.058,Y,,94,.055,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2011,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20110101,20111231,358,0,365,98,.057,Y,Y,20100101,20101231,358,0,365,98,.052,Y,,20090101,20091231,322,0,365,88,.057,Y,,95,.055,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2012,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20120101,20121231,354,0,366,97,.049,Y,,20110101,20111231,358,0,365,98,.057,Y,Y,20100101,20101231,358,0,365,98,.052,Y,,98,.052,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2013,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20130101,20131231,356,0,365,98,.05,Y,S,20120101,20121231,354,0,366,97,.049,Y,,20110101,20111231,358,0,365,98,.057,Y,Y,98,.052,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2014,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20140101,20141231,355,0,365,97,.06,Y,S,20130101,20131231,356,0,365,98,.05,Y,S,20120101,20121231,354,0,366,97,.049,Y,,97,.053,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2015,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20150101,20151231,358,0,365,98,.052,Y,S,20140101,20141231,355,0,365,97,.06,Y,S,20130101,20131231,356,0,365,98,.05,Y,S,98,.054,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2016,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20160101,20161231,363,0,366,99,.053,Y,Y,20150101,20151231,358,0,365,98,.052,Y,S,20140101,20141231,355,0,365,97,.06,Y,S,98,.055,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2017,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20170101,20171231,351,0,365,96,.052,Y,Y,20160101,20161231,363,0,366,99,.053,Y,Y,20150101,20151231,358,0,365,98,.052,Y,S,98,.052,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,3001,44201,,2018,1408,,"MORRO BAY BLVD & KERN AVE, MORRO BAY",,Morro Bay,35.36631,-120.84271,California,,San Luis Obispo,Morro Bay,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20180101,20181231,362,0,365,99,.05,Y,Y,20170101,20171231,351,0,365,96,.052,Y,Y,20160101,20161231,363,0,366,99,.053,Y,Y,98,.051,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2009,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20090101,20091231,359,0,365,98,.063,Y,,20080101,20081231,360,0,366,98,.066,Y,,20070101,20071231,352,0,365,96,.056,Y,,97,.061,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2010,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20100101,20101231,356,0,365,98,.067,Y,,20090101,20091231,359,0,365,98,.063,Y,,20080101,20081231,360,0,366,98,.066,Y,,98,.065,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2011,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20110101,20111231,349,0,365,96,.058,Y,Y,20100101,20101231,356,0,365,98,.067,Y,,20090101,20091231,359,0,365,98,.063,Y,,97,.062,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2012,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20120101,20121231,347,0,366,95,.053,Y,,20110101,20111231,349,0,365,96,.058,Y,Y,20100101,20101231,356,0,365,98,.067,Y,,96,.059,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2013,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20130101,20131231,353,0,365,97,.056,Y,S,20120101,20121231,347,0,366,95,.053,Y,,20110101,20111231,349,0,365,96,.058,Y,Y,96,.055,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2014,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20140101,20141231,348,0,365,95,.066,Y,S,20130101,20131231,353,0,365,97,.056,Y,S,20120101,20121231,347,0,366,95,.053,Y,,96,.058,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2015,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20150101,20151231,359,0,365,98,.06,Y,S,20140101,20141231,348,0,365,95,.066,Y,S,20130101,20131231,353,0,365,97,.056,Y,S,97,.06,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2016,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20160101,20161231,352,0,366,96,.06,Y,Y,20150101,20151231,359,0,365,98,.06,Y,S,20140101,20141231,348,0,365,95,.066,Y,S,96,.062,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2017,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20170101,20171231,359,0,365,98,.061,Y,Y,20160101,20161231,352,0,366,96,.06,Y,Y,20150101,20151231,359,0,365,98,.06,Y,S,97,.06,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,4002,44201,,2018,1411,,"NIPOMO REGIONAL PARK, NIPOMO, CA.",,Nipomo Regional Park (NRP),35.03146,-120.50103,California,,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20180101,20181231,357,0,365,98,.053,Y,Y,20170101,20171231,359,0,365,98,.061,Y,Y,20160101,20161231,352,0,366,96,.06,Y,Y,97,.058,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2009,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20090101,20091231,354,0,365,97,.078,Y,,20080101,20081231,362,0,366,99,.092,Y,,20070101,20071231,361,0,365,99,.083,Y,,98,.084,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2010,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20100101,20101231,357,0,365,98,.083,Y,,20090101,20091231,354,0,365,97,.078,Y,,20080101,20081231,362,0,366,99,.092,Y,,98,.084,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2011,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20110101,20111231,345,0,365,95,.075,Y,Y,20100101,20101231,357,0,365,98,.083,Y,,20090101,20091231,354,0,365,97,.078,Y,,97,.078,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2012,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20120101,20121231,358,0,366,98,.08,Y,,20110101,20111231,345,0,365,95,.075,Y,Y,20100101,20101231,357,0,365,98,.083,Y,,97,.079,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2013,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20130101,20131231,358,0,365,98,.074,Y,S,20120101,20121231,358,0,366,98,.08,Y,,20110101,20111231,345,0,365,95,.075,Y,Y,97,.076,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2014,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20140101,20141231,359,0,365,98,.073,Y,S,20130101,20131231,358,0,365,98,.074,Y,S,20120101,20121231,358,0,366,98,.08,Y,,98,.075,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2015,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20150101,20151231,348,0,365,95,.072,Y,S,20140101,20141231,359,0,365,98,.073,Y,S,20130101,20131231,358,0,365,98,.074,Y,S,97,.073,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2016,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20160101,20161231,353,0,366,96,.074,Y,Y,20150101,20151231,348,0,365,95,.072,Y,S,20140101,20141231,359,0,365,98,.073,Y,S,96,.073,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2017,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20170101,20171231,342,0,365,94,.071,Y,Y,20160101,20161231,353,0,366,96,.074,Y,Y,20150101,20151231,348,0,365,95,.072,Y,S,95,.072,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,8005,44201,,2018,1416,,3601 GILLIS CANYON ROAD,05,Red Hills,35.64368,-120.23135,California,,San Luis Obispo,Not in a city,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Not in an urban area,Ozone,007,Parts per million,20180101,20181231,353,0,365,97,.071,Y,Y,20170101,20171231,342,0,365,94,.071,Y,Y,20160101,20161231,353,0,366,96,.074,Y,Y,96,.072,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2009,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20090101,20091231,365,0,365,100,.061,Y,,20080101,20081231,363,0,366,99,.06,Y,,20070101,20071231,358,0,365,98,.057,Y,,99,.059,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2010,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20100101,20101231,363,0,365,99,.057,Y,,20090101,20091231,365,0,365,100,.061,Y,,20080101,20081231,363,0,366,99,.06,Y,,99,.059,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2011,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20110101,20111231,352,0,365,96,.055,Y,Y,20100101,20101231,363,0,365,99,.057,Y,,20090101,20091231,365,0,365,100,.061,Y,,98,.057,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2012,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20120101,20121231,365,0,366,100,.051,Y,,20110101,20111231,352,0,365,96,.055,Y,Y,20100101,20101231,363,0,365,99,.057,Y,,98,.054,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2013,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20130101,20131231,361,0,365,99,.05,Y,U,20120101,20121231,365,0,366,100,.051,Y,,20110101,20111231,352,0,365,96,.055,Y,Y,98,.052,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2014,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20140101,20141231,362,0,365,99,.062,Y,S,20130101,20131231,361,0,365,99,.05,Y,U,20120101,20121231,365,0,366,100,.051,Y,,99,.054,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2015,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20150101,20151231,349,0,365,96,.057,Y,S,20140101,20141231,362,0,365,99,.062,Y,S,20130101,20131231,361,0,365,99,.05,Y,U,98,.056,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2016,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20160101,20161231,365,0,366,100,.054,Y,Y,20150101,20151231,349,0,365,96,.057,Y,S,20140101,20141231,362,0,365,99,.062,Y,S,98,.057,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
06,079,,2006,44201,,2017,92590,,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",,San Luis Obispo,35.25651,-120.6693,California,,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",Ozone,007,Parts per million,20170101,20171231,362,0,365,99,.059,Y,Y,20160101,20161231,365,0,366,100,.054,Y,Y,20150101,20151231,349,0,365,96,.057,Y,S,98,.056,Y,5,23,.07,Ozone 8-hour 2015,Annual 4th Maximum
