# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|06|079|2007|61103|1|1|012|061|20181112|09:00|0.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|10:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|11:00|5.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|12:00|8.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|13:00|8.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|14:00|9.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|15:00|6.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|16:00|4.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|17:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|18:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|19:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|20:00|3.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|21:00|3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|22:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181112|23:00|2.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|00:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|01:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|02:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|03:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|04:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|05:00|3.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|06:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|07:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|08:00|2.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|09:00|3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|10:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|11:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|12:00|5.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|13:00|5.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|14:00|7.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|15:00|6.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|16:00|3.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|17:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|18:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|19:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|20:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|21:00|3.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|22:00|2.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181113|23:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|00:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|01:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|02:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|03:00|2.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|04:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|05:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|06:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|07:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|08:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|09:00|4.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|10:00|6.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|11:00|8.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|12:00|4.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|13:00|6.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|14:00|6.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|15:00|6.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|16:00|2.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|17:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|18:00|3.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|19:00|3.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|20:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|21:00|3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|22:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181114|23:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|00:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|01:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|02:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|03:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|04:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|05:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|06:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|07:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|08:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|09:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|10:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|11:00|5.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|12:00|6.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|13:00|5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|14:00|4.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|15:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|16:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|17:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|18:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|19:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|20:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|21:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|22:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181115|23:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|00:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|01:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|02:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|03:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|04:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|05:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|06:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|07:00|0.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|08:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|09:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|10:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|11:00|5.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|12:00|5.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|13:00|5.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|14:00|5.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|15:00|5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|16:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|17:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|18:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|19:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|20:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|21:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|22:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181116|23:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|00:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|01:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|02:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|03:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|04:00|3.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|05:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|06:00|2.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|07:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|08:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|09:00|2.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|10:00|4.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|11:00|5.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|12:00|4.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|13:00|4.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|14:00|4.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|15:00|4.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|16:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|17:00|0.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|18:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|19:00|0.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|20:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|21:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|22:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181117|23:00|0.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|00:00|0.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|01:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|02:00|2.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|03:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|04:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|05:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|06:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|07:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|08:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|09:00|5.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|10:00|4.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|11:00|4.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|12:00|6.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|13:00|7.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|14:00|6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|15:00|4.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|16:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|17:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|18:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|19:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|20:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|21:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|22:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181118|23:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|00:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|01:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|02:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|03:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|04:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|05:00|3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|06:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|07:00|0.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|08:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|09:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|10:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|11:00|2.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|12:00|5.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|13:00|4.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|14:00|3.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|15:00|5.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|16:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|17:00|0.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|18:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|19:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|20:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|21:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|22:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181119|23:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|00:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|01:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|02:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|03:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|04:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|05:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|06:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|07:00|2.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|08:00|3.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|09:00|3.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|10:00|4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|11:00|3.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|12:00|10.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|13:00|7.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|14:00|5.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|15:00|3.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|16:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|17:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|18:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|19:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|20:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|21:00|3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|22:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181120|23:00|2.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|00:00|4.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|01:00|4.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|02:00|5.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|03:00|4.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|04:00|5.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|05:00|5.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|06:00|4.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|07:00|3.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|08:00|4.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|09:00|6.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|10:00|10.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|11:00|15.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|12:00|14.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|13:00|13|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|14:00|11.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|15:00|13.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|16:00|13.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|17:00|12.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|18:00|9.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|19:00||AV||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|20:00||AV||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|21:00||AV||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|22:00||AV||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181121|23:00||AV||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|00:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|01:00|2.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|02:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|03:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|04:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|05:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|06:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|07:00|2.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|08:00|2.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|09:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|10:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|11:00|7.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|12:00|9.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|13:00|10.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|14:00|10.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|15:00|9.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|16:00|8.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|17:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|18:00|3.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|19:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|20:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|21:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|22:00|1.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181122|23:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|00:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|01:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|02:00|2.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|03:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|04:00|3.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|05:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|06:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|07:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|08:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|09:00|2.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|10:00|3.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|11:00|3.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|12:00|0.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|13:00|4.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|14:00|6.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|15:00|5.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|16:00|5.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|17:00|5.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|18:00|4.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|19:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|20:00|0.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|21:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|22:00|1.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181123|23:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|00:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|01:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|02:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|03:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|04:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|05:00|1.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|06:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|07:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|08:00|2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|09:00|4.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|10:00|7.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|11:00|8.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|12:00|10.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|13:00|10.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|14:00|14.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|15:00|12.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|16:00|8.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|17:00|5.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|18:00|3.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|19:00|2.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|20:00|1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|21:00|0.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|22:00|0.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181124|23:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|00:00|1.7|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|01:00|1.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|02:00|2.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|03:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|04:00|1.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|05:00|2.1|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|06:00|1.5|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|07:00|1.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|08:00|1.2|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|09:00|3.9|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|10:00|3.4|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|11:00|3.3|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|12:00|10.8|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|13:00|7.6|||||||||||||||
RD|I|06|079|2007|61103|1|1|012|061|20181125|14:00|6.8|||||||||||||||
